"","biox001_seq","biox002_seq","biox003_seq","biox004_seq","biox005_seq","biox006_seq","biox007_seq","biox008_seq","biox009_seq","biox010_seq","biox011_seq","biox012_seq","biox013_seq","biox014_seq","biox015_seq","biox016_seq","biox017_seq","biox018_seq","biox019_seq","biox020_seq","biox021_seq","biox022_seq","biox023_seq","biox024_seq","biox025_seq","biox026_seq","biox027_seq","biox028_seq","biox029_seq","biox030_seq","biox031_seq","biox032_seq","biox033_seq","biox034_seq","biox035_seq","biox036_seq","biox037_seq","biox038_seq","biox039_seq","biox040_seq","biox041_seq","biox042_seq","biox043_seq","biox044_seq","biox045_seq","biox046_seq","biox047_seq","biox048_seq","biox050_seq","biox051_seq","biox052_seq","biox053_seq","biox054_seq","biox055_seq","biox056_seq","biox057_seq","biox058_seq","biox059_seq","biox060_seq","biox061_seq","biox062_seq","biox063_seq","biox064_seq","biox065_seq","biox066_seq","biox067_seq","biox068_seq","biox069_seq","biox070_seq","biox071_seq","biox072_seq","biox073_seq","biox074_seq","biox075_seq","biox076_seq","biox077_seq","biox078_seq","biox079_seq","biox080_seq","biox081_seq","biox082_seq","biox083_seq","biox084_seq","biox085_seq","biox086_seq","biox087_seq","biox088_seq","biox089_seq","biox090_seq","biox091_seq","biox092_seq","biox093_seq","biox094_seq","biox095_seq","biox096_seq","biox097_seq","biox098_seq","biox099_seq","biox100_seq","biox101_seq","biox102_seq","biox103_seq","biox104_seq","biox105_seq","biox106_seq","biox107_seq","biox108_seq","biox109_seq","biox110_seq","biox111_seq","biox112_seq","biox113_seq","biox114_seq","biox115_seq","biox116_seq","biox117_seq","biox118_seq","biox119_seq","biox120_seq","biox121_seq","biox122_seq","biox123_seq","biox124_seq","biox125_seq","biox126_seq","biox127_seq","biox128_seq","biox129_seq","biox130_seq","biox131_seq","biox132_seq","biox133_seq","biox134_seq","biox135_seq","biox136_seq","biox137_seq","biox138_seq","biox139_seq","biox140_seq","biox141_seq","biox142_seq","biox143_seq","biox144_seq"
"Klebsiella_A_grimontii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,21,24,103,28,23,0,49,24,72,81,60,33,38,34,149,98,53,22,14,15,123,77,36,49,24,17,30,38,37,29,14,17,183,83,39,57,17,20,61,59,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_A_michiganensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,31,32,84,15,61,0,48,23,20,70,28,19,39,43,74,41,60,29,0,21,84,68,57,58,25,16,23,20,39,20,20,17,3368,1000,49,118,18,12,365,61,48,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_A_indica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,31,60,25,27,0,30,27,26,54,44,22,28,36,73,57,49,31,0,23,97,62,49,58,39,19,26,32,30,31,14,19,160,77,45,58,19,14,60,45,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_youngae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,173,165,350,110,207,0,201,126,191,375,179,121,273,196,425,222,215,116,51,142,427,273,324,316,181,94,91,174,267,221,98,421,861,386,293,308,39,13,329,269,240,231,110,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_werkmanii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,28,58,24,40,0,29,24,40,57,40,22,28,31,59,43,47,23,0,22,98,43,37,44,20,26,16,31,38,24,21,15,161,75,32,56,25,12,54,32,36,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_asburiae_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,32,0,0,0,0,0,0,14,14,14,23,26,24,16,0,0,0,15,23,23,17,27,0,0,0,11,16,0,0,0,50,19,0,17,0,0,24,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_kobei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,14,22,0,0,17,0,0,0,10,17,0,0,0,20,14,0,11,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_hormaechei_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,14,32,0,14,0,12,0,0,27,13,0,25,0,31,22,0,14,0,0,17,20,27,21,0,0,11,11,23,0,0,0,54,28,31,39,0,0,18,15,19,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_cloacae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,22,0,10,0,10,0,0,0,0,0,0,0,12,0,12,0,0,14,11,0,0,13,0,0,0,0,0,0,0,0,18,14,10,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_bugandensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,0,0,0,0,15,0,0,0,0,30,12,14,0,0,0,17,14,13,15,0,0,0,0,10,0,0,0,38,25,11,11,13,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_chengduensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,0,19,20,0,0,15,0,29,15,20,0,0,14,19,18,0,0,19,0,0,0,13,0,0,0,53,26,29,14,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raoultella_ornithinolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,26,24,90,26,45,0,39,20,51,57,43,30,40,50,112,56,29,10,0,12,102,47,34,35,18,11,28,30,24,17,13,0,149,63,30,40,19,0,64,40,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yersinia_intermedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,10,0,0,0,0,0,11,0,20,13,14,0,0,0,20,0,13,14,0,0,0,0,0,0,0,0,35,24,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_A_farmeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,13,0,23,0,0,0,0,18,13,0,0,0,0,24,14,16,0,0,0,0,0,16,0,0,0,60,23,0,19,0,0,0,0,0,0,0,0,0,0,0,49,40,81,76,0,72,106,55,75,33,97,34,85,0,55,0,37,35,0,0,37,0,44,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,38,0,56,0,0,0,0
"Salmonella_enterica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phytobacter_ursingii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,0,0,12,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,35,20,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea_septica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasutterella_sp000980495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,432,369,506,161,357,0,394,320,375,636,296,283,261,338,574,386,289,82,0,113,560,435,223,242,17,26,178,301,154,95,0,14,1005,630,393,464,51,29,383,433,170,186,56,36,0,0,0,0,0,0,12,0,14,23,10,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Parasutterella_sp900766055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,19,0,14,0,14,14,14,38,0,16,18,0,23,22,0,0,0,0,28,14,11,14,0,0,0,0,0,0,0,0,46,20,14,11,0,0,19,18,11,13,0,0,0,0,0,13,0,0,20,0,0,22,12,0,0,17,0,17,0,10,0,11,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicimonas_muris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,38,13,15,0,11,0,18,15,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_D_sp002850555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,2620,2142,4937,1494,2691,86,3039,1972,3620,6349,3148,2507,4574,4706,6543,4469,5043,2425,1260,3499,5712,4688,3082,3614,2410,1813,1703,3309,2550,1506,1428,1638,8645,5538,6713,4539,8545,7130,4723,3536,2298,2695,3975,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_D_gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,22,44,0,17,0,20,14,32,47,35,25,49,46,57,31,34,19,15,37,61,36,23,31,26,17,22,28,26,11,14,19,67,45,68,41,80,69,45,27,24,30,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_A_avium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,21,70,18,37,0,30,18,23,34,38,33,52,36,75,46,39,22,0,22,87,42,38,41,24,0,17,27,22,0,0,0,39,69,184,125,40,39,49,16,20,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Listeria_monocytogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,12,0,13,0,0,0,15,32,10,0,19,11,17,12,0,0,0,0,18,13,0,14,10,0,0,13,10,0,0,0,29,17,15,20,17,29,15,12,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_clarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,59,56,75,26,53,0,59,34,66,143,71,63,80,119,161,98,63,35,0,0,144,97,47,58,0,13,37,74,54,24,0,0,168,115,104,66,0,0,54,81,36,30,0,0,0,0,0,29,11,0,18,20,21,30,17,14,0,40,21,34,0,13,0,15,15,20,0,0,13,22,0,13,0,0,0,15,0,28,0,0,0,0,17,10,0,0,0,0,0,0,0,0
"MGYG000004003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,20,40,13,19,0,21,16,37,47,21,19,17,19,52,27,39,21,0,0,37,24,20,26,0,0,0,10,18,11,0,0,64,53,16,20,0,0,17,20,10,0,0,0,0,0,0,148,73,111,123,153,129,327,203,117,85,305,248,477,435,610,132,272,647,889,86,125,187,330,195,537,112,189,102,150,287,774,123,175,55,63,171,269,155,119,12,115,63,116,43,52
"Prevotella_sp900557255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,48,67,33,25,0,45,52,45,118,48,38,45,53,80,65,0,0,0,0,43,72,0,0,0,0,20,43,0,0,0,0,86,69,20,0,0,0,37,46,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp900556395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,21,26,0,16,0,13,12,13,23,18,16,0,11,32,18,12,0,0,0,27,21,0,10,0,0,0,11,0,0,0,0,51,25,18,13,0,0,11,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_corporis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,16,32,0,23,0,25,15,40,52,0,15,0,19,58,23,18,0,0,0,47,22,12,12,0,0,0,20,0,0,0,0,56,46,0,20,0,0,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,45,0,36,20,23,0,0,19,37,0,0,0,17,0,0,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"Prevotella_sp900765465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricimonas_paravirosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,13,20,0,0,0,0,10,13,0,0,0,0,22,14,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilithonimonas_bovis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,13,64,22,15,0,26,0,56,86,66,50,41,38,138,78,35,27,0,20,150,82,32,39,16,11,21,40,30,18,0,0,113,50,40,36,0,0,74,32,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_rogosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,26,188,148,89,0,41,14,54,52,52,26,0,0,34,17,0,0,0,0,124,68,0,0,0,0,15,0,0,0,0,0,261,51,52,76,0,0,169,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_parvula_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,63,55,243,87,283,0,83,33,128,111,157,128,0,0,146,66,0,0,0,0,109,95,0,0,0,0,50,0,0,0,0,0,264,257,0,33,0,0,184,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_dispar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,86,296,129,202,0,68,0,0,211,58,63,0,0,77,62,0,0,0,0,303,52,0,0,0,0,36,0,0,0,0,0,157,175,35,88,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_dispar_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,48,178,64,156,0,95,0,0,179,0,0,0,0,27,62,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,117,85,28,45,0,0,132,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_sp900757715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,13,51,20,46,0,0,13,27,33,29,20,0,0,31,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,55,60,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_sp900556785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,126,0,81,0,33,0,0,77,33,33,0,0,29,41,0,0,0,0,106,0,0,0,0,0,28,0,0,0,0,0,45,72,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_atypica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,361,257,159,23,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1273,98,0,0,0,0,304,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_sp900550175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGYG000004894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,43,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGYG000004858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGYG000000818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,28,0,33,0,0,0,0,23,17,23,0,0,28,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,39,38,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
